cnn,rtl,name,units,layer,clocktime,starttime,startsteps,startifmaptime,startifmapsteps,totalifmaptime,totalifmapsteps,startconvtime,startconvsteps,totalconvtime,totalconvsteps,endconvtime,endconvsteps,totaltime,totalsteps,endtime,endsteps
default3,default,core_serial_input,ns,2,1.0,2.5,2500,2.5,2500,1569.0,1569000,1571.5,1571500,364644.0,364644000,366215.5,366215500,366213.0,366213000,366215.5,366215500
